,date,time,id,followers,tweet
67,20210401,19:48:11,1377709397539885066,20037,"RT @flipsidecrypto: Attn: all Data Degens!!

Join our Analytics Bounty Program and earn $ALCX 😍

We sourced analytics questions from the @A…"
68,20210401,19:46:45,1377709037970595842,20037,"RT @flipsidecrypto: Happy Friday!!😃

@AlchemixFi's on-chain activity is a go!💪

Their #DeFi based platform gives users advances on their yi…"
69,20210401,07:03:04,1377516848149712896,20037,"RT @sassal0x: ""By harnessing the throughput of layer 2 solutions, AlchemixDAO will be inclusive of all Ethereans — without sacrificing our…"
70,20210331,18:35:32,1377328727932039168,20037,@Seriousmooncake We meant to say France 🇫🇷🥖
71,20210331,18:26:04,1377326345181536262,20037,@nicovrg_ @ElasticDAO Will be a custom built DAO that may or may not use modules from other DAOS.
72,20210331,17:29:44,1377312169109282816,20037,@palenciaj The audits for v1 will be done early May
73,20210331,17:24:00,1377310722166726657,20037,"We not only aim to be the future of France, but we also aim to be the future of DAOs. Introducing AlchemixDAO, comi… https://t.co/yApU3c1Luk"
74,20210331,11:28:42,1377221311928352769,20037,"RT @THORChain: Alchemix is magic 🔮

$ACLX"
75,20210331,08:49:04,1377181135281684481,20037,"RT @StabilizePro: The zs-XUSD2 pool is now incentivized! Earn STBZ rewards on top of strategy yields for $USDN, $MUSD, $DUSD, $USDP, $ALUSD…"
76,20210331,08:48:58,1377181111533531141,20037,Thank you @StabilizePro for adding $alUSD to your protocol! https://t.co/olEXncT0db
77,20210331,04:41:46,1377118900932898816,20037,"RT @crypto_alerting: We've detected that Alchemix $ALCX has been listed on https://t.co/Ucij9c7K0D!

 View on https://t.co/Ucij9c7K0D: http…"
78,20210331,03:01:18,1377093619832655875,20037,"RT @DefiLlama: This week's deep dive takes a look at @AlchemixFi protocol, a month old protocol with over $800m in TVL.

DeFi Deep Dive is…"
79,20210330,13:13:13,1376885224114561038,20037,"RT @Conceptparrot: @AlchemixFi
 $ALCX https://t.co/cp9fSbEBJc"
80,20210330,12:38:12,1376876412431306758,20037,We're getting listed all over the place now 😁 https://t.co/KZpeqaaG6Q
81,20210330,10:39:10,1376846456603045896,20037,"RT @CoinMarketCap: In our latest article, @flipsidecrypto takes a look at @AlchemixFi — a red-hot DeFi protocol that launched just over a m…"
82,20210330,10:38:46,1376846356464029698,20037,"RT @FTX_Official: FTX has listed CONV, ALCX, and HBAR!

@hedera
@AlchemixFi 
@ConvergenceFin https://t.co/FHNaaLlTiq"
83,20210330,06:20:25,1376781340541026307,20037,"RT @force_dao: Ethereum recipients include participants in:

@AaveAave  
@AlchemixFI 
@BadgerDAO 
@BalancerLabs 
@CurveFinance 
@MakerDAO
@…"
84,20210329,17:27:21,1376586790673379333,20037,"RT @PodcastDelphi: New pod! @Shaughnessy119 and @Paul_Burlage host @mrjasonchoi and @scupytrooples 

We discuss how @AlchemixFi gives you a…"
85,20210329,11:31:07,1376497142068482056,20037,@ogiberstein @EncryptedShark @scupytrooples @THORshadowd @thorchain_org In line and will be done in a little over a month from now
86,20210328,22:40:48,1376303284147773443,20037,"RT @0xRafi: 1/ $ALCX @AlchemixFi (https://t.co/IP0OlMtQ0F)
This one most of you already know, but their product is so unique and there’s so…"
87,20210328,15:05:35,1376188726242537476,20037,RT @DocYme: @AlchemixFi  @scupytrooples Join ALCX for the Big Win https://t.co/AZLS1l5rfo
88,20210328,15:00:47,1376187518903717890,20037,"h/t to @thorchain_org as well, who unbeknownst to us have ""but sir"" interludes in their UI. https://t.co/zaiCeT720U"
89,20210328,03:59:19,1376021055827968003,20037,"@OfficialAyoh @scupytrooples @ericjuta @NourHaridy @ValidatorEth @statelayer @intocryptoast see our pinned message,… https://t.co/5NRXzfmqyD"
90,20210328,03:57:58,1376020717330853889,20037,"RT @_Shameless_Plug: I wonder if this is a once-off, or if they've got one for every day of the week.

In any case - IT'S A SCAM https://t.…"
91,20210328,03:54:54,1376019945977339912,20037,@torontosinan @bitcoinPalmer @SpartanBlack_1 Did you know that our loans pay themselves off automatically? That tes… https://t.co/x7Ka2Qhc7x
92,20210328,03:52:37,1376019369604513797,20037,RT @SpartanBlack_1: 0/ Trying to decipher what “Don’t defy DeFi means”. Imagine if you can order a Tesla and have your ownership represente…
93,20210328,02:19:58,1375996054147981313,20037,"RT @defipulse: NEW EDITION 📰 DeFi Pulse Farmer #34
https://t.co/QYjxc9sdFT

Farm of the Week: @AlchemixFi 
Conservative Farmer: @saddlefina…"
94,20210328,00:47:13,1375972711734775815,20037,@AlexKrusz Currently in line. Should be 4-6 weeks
95,20210327,14:22:50,1375815580909899780,20037,"RT @scupytrooples: It's the one month anniversary of @AlchemixFi And what a month it has been. We have ~800m TVL, ~200m supply of alUSD wit…"
96,20210327,14:20:31,1375814997578641409,20037,RT @ogiberstein: People are starting to see the incredible value in @AlchemixFi but few understand the full implications. Let's take a look…
97,20210327,14:20:01,1375814872475136007,20037,RT @ogiberstein: @scupytrooples @AlchemixFi I've just also written some thoughts on @AlchemixFi https://t.co/EHw7vDxVc6
98,20210327,06:13:48,1375692512090746880,20037,@extremeIyonline @basedkarbon @WasabixFinance They shamelessly copied us
99,20210327,02:34:24,1375637299505950720,20037,"RT @EdgarAronov: The market right now is so much easier than in 2017.

PMF, working products, real users, real revenue.

Shoutout to all th…"
